GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index,ID,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,z_2,stellar_mass,error_stellar_mass,log_SFR,error_log_SFR,survey,band,FUV,fuv_magerr,NUV,nuv_magerr
48r,180.20504794983165,-1.250361193990598,5000.0,0.021,,3.337933520440603,6.859347403640317,12.844182102842767,88.08081303830446,88.0458485680862,16.12619361059791,16.628145491565864,7.087098543065036,7.341595174726804,0.5225461852722759,-1.8427557230209293,-0.0963666668487297,-0.0658223220803561,0.2723161578178406,2.9261438572205667,0.0455736689575277,0.0411160343573738,0.0051216389244558,0.0,0.0366301563276518,0.089141921094354,0.2200478950532554,0.1948271275410925,6.007284632048044,1.116597813063648,319.5625464316838,319.8122934558168,0.0691461118391596,2.463883041641196,0.0,0.0,0.27,0.3462954865095246,1.6909671,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1683.0,30.8,54.6,0.0,3.0,0.01791,0.0017699999734759,10.1,0.0,3.0,50.0,4.7,10.1,34.3,0.0,0.0,0.0,0.0,48,8599,SER,0.547548204940193,572.7689,0.003,572.1094,0.0094,30.6502,0.0544,17.5655,0.0017,1.0282,0.0028,0.2572,0.0002,-13.1718,0.0169,572.7689,0.003,572.1094,0.0094,30.2193,0.0389,17.1174,0.0016,1.1116,0.0019,0.2572,0.0002,-13.1718,0.0169,572.7689,0.003,572.1094,0.0094,29.8082,0.0303,16.9578,0.0031,1.1912,0.0014,0.2572,0.0002,-13.1718,0.0169,572.7689,0.003,572.1094,0.0094,29.3632,0.0339,16.8496,0.001,1.2773,0.0017,0.2572,0.0002,-13.1718,0.0169,323888,,8599,18.017628,17.577673,17.451963,17.345812,18.011023,18.5738,17.405634,17.337202,0.43995476,0.12570953,0.23186111,0.10615158,0.021,8.592,0.07,-0.986,0.105,GII,3,20.78372,0.07446402,20.31736,0.04552751
916r,158.66360584310024,4.822285924699704,5000.0,0.1,,2.7223073442835046,6.4381036954511695,14.517981565571326,106.40108904965876,106.245934728463,18.805858727124125,19.19999889997228,6.79096228603312,6.942851455071425,0.5856641078680346,-2.0791980351426664,0.3799215723006393,-0.0362010600954764,0.2456697672605514,3.634845429029059,0.0268840517375778,0.0063294053845687,0.0114942528735632,0.0,0.0253294968502737,0.1063713713031337,0.2823838972871739,0.2144755456196782,5.631434314693333,1.820846846212525,319.00264826051256,319.9962093844793,0.140715677685178,2.6803034238533376,0.0,0.0,0.27,0.3462954865095246,1.3057331,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1442.0,18.4,78.5,0.0,3.0,0.02954,0.004240000154823,7.0,0.0,3.0,50.0,3.8,7.0,15.4,0.0,0.0,0.0,0.0,916,4901,SER,0.698268485409126,343.9697,0.0058,344.0886,0.0049,11.7197,0.0556,18.2791,0.0039,1.4531,0.0102,0.4244,0.0007,-49.747,0.0696,343.9697,0.0058,344.0886,0.0049,11.5552,0.0338,17.3446,0.0021,1.5275,0.0060,0.4244,0.0007,-49.747,0.0696,343.9697,0.0058,344.0886,0.0049,11.3982,0.03,16.9503,0.0018,1.5986,0.0052,0.4244,0.0007,-49.747,0.0696,343.9697,0.0058,344.0886,0.0049,11.2283,0.049,16.7097,0.003,1.6755,0.0089,0.4244,0.0007,-49.747,0.0696,358346,,4901,18.198069,17.239187,16.835762,16.560623,16.775183,17.284967,17.323437,13.287811,0.9588814,0.40342522,0.6785641,0.27513885,0.1,10.602,0.046,-1.257,0.746,MIS,1,-999.0,-999.0,23.48181,0.3662795
336r,218.3816868078644,2.42235080002586,5000.0,0.0283,,5.783356044149394,11.65454795076629,22.200498954797485,320.86295938451025,322.0255244345682,27.54619737942606,36.39429300498495,12.28120527341887,16.11725315304547,0.5212958893423656,-1.7612547483349947,-0.1590358071591389,-0.0557314795696223,0.3128211200237274,2.9209140272393075,0.0860021970134015,0.0326528823267991,0.0049782202862476,0.0052479014036484,0.007447924880263,0.1116242808641378,0.1997794359031223,0.2081042420483083,15.0852111099017,1.0277731105001375,319.89176527793734,320.2510670115001,0.4629451555038469,2.7922312841064407,0.0,0.0,0.27,0.3462954865095246,1.4265066,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5903.0,21.9,269.3,0.0,3.0,0.01444,0.0013200000394135,11.0,0.0,3.0,50.0,4.6,11.0,48.3,0.0,0.0,0.0,0.0,336,7895,SER,0.426796814288961,344.2362,0.0131,344.6468,0.0096,16.0226,0.0362,18.3271,0.0021,0.6166,0.0051,0.2151,0.0004,53.884,0.0325,344.2362,0.0131,344.6468,0.0096,15.921,0.0237,17.6975,0.0018,0.7369,0.0032,0.2151,0.0004,53.884,0.0325,344.2362,0.0131,344.6468,0.0096,15.824,0.0288,17.4103,0.0016,0.8518,0.0040,0.2151,0.0004,53.884,0.0325,344.2362,0.0131,344.6468,0.0096,15.7191,0.0471,17.2293,0.0027,0.9761,0.0066,0.2151,0.0004,53.884,0.0325,345641,,7895,16.738203,16.184158,15.925098,15.790296,16.083017,16.561722,14.419357,13.496772,0.5540447,0.2590599,0.39386272,0.13480282,0.0283,9.568,0.057,-0.278,0.074,AIS,3,19.05764,0.06843857,18.67467,0.04124262
1101r,185.6304079632024,9.082074915284275,5000.0,0.0662,,2.3148205691173733,4.512907732174626,8.092190829639785,191.4636679463949,191.36936584492528,10.042811886444586,11.26183558227284,4.836675797998181,5.455609606705801,0.4993155953456538,-1.696841260556968,-0.312476809473035,-0.0685384958252213,0.6547901034355164,2.7177439147591635,0.0246563747598534,0.0772261190797508,0.0,0.0,0.0068784202333956,0.0333830926400854,0.1699481703570455,0.9067837185445592,4.563592242380909,1.449409503940611,320.05051417684354,319.9991116164731,0.2992186332653207,2.483533945682977,0.0,0.0,0.27,0.3462954865095246,1.2633486,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1150.0,17.2,66.9,0.0,3.0,0.03889,0.0040799998678267,9.5,0.0,3.0,50.0,4.2,9.5,39.4,0.0,0.0,0.0,0.0,1101,2062,SER,0.339157870428436,573.0324,7.0E-4,572.7589,6.0E-4,4.611,0.003,17.364,5.0E-4,2.1232,0.0048,0.6255,0.0003,50.9223,0.0375,573.0324,7.0E-4,572.7589,6.0E-4,4.3832,0.002,16.7015,0.0005,2.0446,0.0031,0.6255,0.0003,50.9223,0.0375,573.0324,7.0E-4,572.7589,6.0E-4,4.1658,0.0018,16.4619,0.0003,1.9695,0.0030,0.6255,0.0003,50.9223,0.0375,573.0324,7.0E-4,572.7589,6.0E-4,3.9305,0.0028,16.2442,5.0E-4,1.8883,0.0047,0.6255,0.0003,50.9223,0.0375,382776,1856p090,2062,17.412937,16.71314,16.45812,16.231936,16.137524,16.46393,13.951159,13.320343,0.6997967,0.25502014,0.481205,0.22618484,0.0662,10.314,0.05,0.778,0.061,GII,3,20.71913,0.03782477,19.86057,0.02015765
669r,13.509773307607976,-9.4880776001624,5000.0,0.0785,,4.18563341563802,7.742809748411287,12.86449007867404,113.4234602817022,113.17147570654836,16.355400164476684,19.64329428114912,7.821489279352461,9.907230549290404,0.435368459312108,-1.614189602362408,-0.6862927319679164,-0.1203575800093878,0.3397637903690338,2.438156934469189,0.0895901736056367,0.0385360941950455,0.0,0.0,0.0734276514089051,0.0530333520236642,0.2003131869272871,0.2292608779375999,9.110605342359872,0.5353251385002168,319.85569997508503,321.0191444992174,0.3991761893610643,2.1133397403392147,0.0,0.0,0.27,0.3462954865095246,1.1980432,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1107.0,15.5,71.6,0.0,3.0,0.05021,0.0038600000552833,13.0,0.0,3.0,50.0,4.7,13.0,43.0,0.0,0.0,0.0,0.0,669,2739,SER,1.06289810632704,343.4325,0.0023,344.0386,0.0026,6.7921,0.0054,18.393,6.0E-4,0.8478,0.0015,0.8874,0.0004,-14.2018,0.2211,343.4325,0.0023,344.0386,0.0026,6.424,0.0063,17.7481,0.0011,1.1533,0.0022,0.8874,0.0004,-14.2018,0.2211,343.4325,0.0023,344.0386,0.0026,6.0728,0.0106,17.4300,0.0016,1.4448,0.0042,0.8874,0.0004,-14.2018,0.2211,343.4325,0.0023,344.0386,0.0026,5.6926,0.0162,17.2937,0.0021,1.7604,0.0065,0.8874,0.0004,-14.2018,0.2211,275919,,2739,17.9914,17.309517,16.998056,16.77539,16.803762,17.349045,15.3586,13.294381,0.68188286,0.3114605,0.5341263,0.22266579,0.0785,10.235,0.051,0.218,0.113,MIS,3,21.03479,0.08509579,20.28965,0.0485872
1193r,36.80285544959664,-0.0501199126974501,5000.0,0.026,,7.648647412217604,18.80947002785942,26.515950249784,76.30024577146196,76.20297962001527,33.318607508148496,46.62818112398146,18.967749424942333,23.037698507529985,0.6506961630253639,-1.380436008014748,0.2175881605297718,0.1253085962810602,0.1406630724668502,2.699612771273394,0.0014802796102696,0.1086679817472199,0.6935483870967742,0.6698409365165748,0.175303758246014,0.7288501537340258,0.3489379998648684,0.1362743875182333,14.417224608118834,0.7429485350870475,325.1136295497252,320.05361408009884,0.5274895405791649,0.5263706078324969,1.0,0.0,0.27,0.3462954865095246,1.2043236,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3203.0,15.6,205.0,0.0,3.0,0.00922,8.099999977275E-4,11.4,0.0,3.0,50.0,5.0,11.4,40.4,0.0,0.0,0.0,0.0,1193,4811,SER,1.00461486058255,580.2415,0.005,573.5589,0.0024,,,17.5475,6.0E-4,,,,,-68.0848,0.020600000396370888,580.2415,0.005,573.5589,0.0024,,,,,,,,,-68.0848,0.020600000396370888,580.2415,0.005,573.5589,0.0024,16.033199310302734,0.0087,,,,,,,-68.0848,0.020600000396370888,580.2415,0.005,573.5589,0.0024,16.302900314331055,0.01489999983459711,16.8886,0.001,,,,,-68.0848,0.020600000396370888,330515,0368p000,4811,17.769026,17.43512,17.37794,17.263449,18.048128,18.517166,,,0.33390617,0.057180405,0.17167091,0.11449051,0.026,8.762,0.066,-0.686,0.05,DIS,3,19.6352,0.1204488,19.20112,0.06367121
1047r,187.0841925270194,-0.7904450337556335,5000.0,0.1553,,2.567141547986955,5.555907796572616,10.565279257248038,130.23463813392175,129.98224888161144,13.202657237321596,16.702613472850675,6.538610040657306,8.691091897570862,0.5169782084531004,-1.8892088689851696,-0.0917361219504302,-0.0777916064203692,0.4133881330490112,3.0721558250970507,0.0181407341540194,-0.0011163614414343,0.0,0.0,0.028415133100135,0.1899134512770151,0.4192134257210244,0.3232635320712962,6.465774479260699,1.562726916259935,319.74713047392027,320.2085232574351,0.340677400119816,0.2601797463162391,0.0,0.0,0.27,0.3462954865095246,1.091339,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2121.0,12.8,165.3,0.0,3.0,0.01414,0.0015500000445172,9.1,0.0,3.0,50.0,4.6,9.1,37.6,0.0,0.0,0.0,0.0,1047,4603,SER,0.518376256161561,344.0207,0.0015,343.7744,0.0011,14.1262,0.0926,18.2895,0.0035,4.6565,0.0221,0.4885,0.0004,76.1266,0.0393,344.0207,0.0015,343.7744,0.0011,14.4835,0.0535,17.0074,0.0019,4.9542,0.0125,0.4885,0.0004,76.1266,0.0393,344.0207,0.0015,343.7744,0.0011,14.8246,0.0596,16.4926,0.0020,5.2383,0.0137,0.4885,0.0004,76.1266,0.0393,344.0207,0.0015,343.7744,0.0011,15.1937,0.1052,16.1802,0.0034,5.5458,0.0246,0.4885,0.0004,76.1266,0.0393,326796,,4603,18.172728,17.057396,16.644981,16.349155,16.428404,16.830542,16.542442,13.845118,1.1153316,0.41241455,0.7082405,0.29582596,0.1553,11.258,0.042,-1.341,0.626,MIS,1,-999.0,-999.0,23.09426,0.4697626
31r,213.9483059947116,4.160057613167015,5000.0,0.0192,,7.421931794875001,15.4099103604283,28.01769794387216,103.46765589403527,105.66675485812758,34.75802624705743,50.19357631623002,16.91345884989686,26.62913925028426,0.4903741221914592,-1.44690304647153,-0.5299442839475068,-0.0426491424899981,0.1846735030412674,2.88457744941004,0.1025052725765421,0.0463288193335684,0.0384615384615384,0.1064682632835996,0.0104505461624395,0.1244919583886483,0.290440531938911,0.0739440594167847,23.690602371984557,0.5667144019796064,321.12536433921167,320.4241756206181,0.7765797685010483,0.4977889300493615,0.0,0.0,0.27,0.3462954865095246,1.2443564,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1800.0,16.7,107.9,0.0,3.0,0.03648,0.004759999923408,7.7,0.0,3.0,50.0,4.0,7.7,16.3,0.0,0.0,0.0,0.0,31,3119,SER,0.436767596029555,343.5489,0.0058,347.1043,0.0111,16.3951,0.0238,17.8503,0.0013,0.7573,0.0023,0.4793,0.0004,4.2137,0.053,343.5489,0.0058,347.1043,0.0111,16.4109,0.0175,17.5157,0.0012,0.8250,0.0014,0.4793,0.0004,4.2137,0.053,343.5489,0.0058,347.1043,0.0111,16.4259,0.0278,17.4273,0.0017,0.8895,0.0025,0.4793,0.0004,4.2137,0.053,343.5489,0.0058,347.1043,0.0111,16.4422,0.0455,17.3168,0.0031,0.9594,0.0044,0.4793,0.0004,4.2137,0.053,355694,,3119,17.543928,17.208036,17.024382,17.018127,17.879517,18.362358,17.895481,15.284426,0.33589172,0.18365479,0.18990898,0.006254196,0.0192,8.526,0.068,-1.015,0.066,MIS,3,19.02042,0.02793724,18.78871,0.0175374
43r,152.14959333377055,8.06926113233535,5000.0,0.0181,,4.186579787978033,9.00632224871355,18.1055697398705,75.38722774306656,74.44608585026319,23.52342487473453,33.13660246841942,9.17896246731214,14.937664703718784,0.5507227887122067,-1.7923148175835464,0.008151972710821,-0.0309161988190283,0.2268716543912887,3.179764115880773,-0.1011297814853452,-0.0862691171339713,0.0756578947368421,0.060006467603734,0.0420686077723476,-0.179251254827956,0.1763182416201044,0.1410619471558573,13.643145051043795,0.7157420619466024,320.6352506165413,320.0641111756699,0.7436175133797056,0.2776924414455442,0.0,0.0,0.27,0.3462954865095246,1.2352839,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,887.0,16.4,54.0,0.0,3.0,0.04637,0.0060700001195073,7.6,0.0,3.0,50.0,4.0,7.6,19.3,0.0,0.0,0.0,0.0,43,2740,EXP,0.295316237153645,346.8083,0.0119,345.5385,0.0057,25.9339,0.0288,17.2835,0.001,0.8393,0.0014,0.4449,0.0003,-64.7448,0.036,346.8083,0.0119,345.5385,0.0057,25.7318,0.0305,16.9366,0.0014,0.8646,0.0014,0.4449,0.0003,-64.7448,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.8083,0.0119,345.5385,0.0057,25.33,0.0703,16.7593,0.0027,0.9150,0.0036,0.4449,0.0003,-64.7448,0.036,376941,,2740,18.026873,17.679781,17.475672,17.426567,18.25959,18.842176,,,0.34709167,0.20410919,0.25321388,0.04910469,0.0181,8.406,0.071,-1.249,0.141,AIS,3,20.10337,0.1893333,19.42306,0.08141728
541r,9.829014526913468,-0.4563189269855571,5000.0,0.0454,,7.316955531216237,15.230313839603548,25.809202864276006,399.7645892220326,399.3525398659599,32.82753751338906,37.43418739259203,15.409467221718348,17.570211496789447,0.526703331366399,-1.8012975894847687,-0.1045192802233803,-0.0559440668856478,0.3067825138568878,2.737220878186206,0.1584403841295332,0.0509776541127198,0.0126689189189189,0.0256831439434016,0.0180486517755176,0.165800169733249,0.2000259101360681,0.2036458345476972,16.298547789549126,0.6292481174974465,320.27399246396726,319.6525735254195,0.2159709040221581,1.5393343949182807,0.0,0.0,0.27,0.3462954865095246,1.2212518,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5142.0,16.1,320.0,0.0,3.0,0.03339,0.0020699999295175,16.1,0.0,3.0,50.0,5.4,16.1,49.2,0.0,0.0,0.0,0.0,541,3430,SER,0.872817010854416,344.1407,0.0054,343.0009,0.0077,16.3074,0.0198,18.3691,0.0012,0.6381,0.0023,0.3358,0.0003,34.806,0.0293,344.1407,0.0054,343.0009,0.0077,15.9892,0.0125,17.8001,0.0009,0.7754,0.0013,0.3358,0.0003,34.806,0.0293,344.1407,0.0054,343.0009,0.0077,15.6856,0.0179,17.5304,0.0013,0.9064,0.0021,0.3358,0.0003,34.806,0.0293,344.1407,0.0054,343.0009,0.0077,15.3569,0.0304,17.3747,0.0018,1.0483,0.0037,0.3358,0.0003,34.806,0.0293,327527,,3430,16.205414,15.826836,15.614791,15.551018,15.957785,16.420534,14.223359,13.706345,0.3785782,0.21204472,0.27581787,0.063773155,0.0454,9.992,0.069,0.347,0.059,AIS,3,18.16198,0.06174583,17.78737,0.03267759
437r,323.7625272652645,-0.3293989255124077,5000.0,0.0636,,2.573671960771068,4.859598114296046,8.618772729253502,99.41323444419822,99.58216860311389,10.582454688365589,11.328214168520338,5.439242485984591,5.766579646130914,0.4995963214940781,-1.597253521698051,-0.3801015180675637,-0.0544178812368917,0.4338961541652679,2.6244611887215075,0.1319359648161836,0.0606730711776803,0.0,0.0,0.065048320814962,0.0603402637090211,0.2376397376639624,0.3379978815870674,4.889626622414011,1.4687893619430457,320.19273995485173,319.44301983437845,0.1375256635996938,1.3959660410653003,0.0,0.0,0.27,0.3462954865095246,1.1606104,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1937.0,14.5,133.5,0.0,3.0,0.01148,0.0011699999449774,9.8,0.0,3.0,50.0,5.2,9.8,35.3,0.0,0.0,0.0,0.0,437,1156,REX,0.563533345703422,343.2275,0.0037,343.6338,0.0044,7.2554,0.0125,17.7401,0.0014,1.1512,0.0039,0.7963,0.0009,30.4246,0.2149,343.2275,0.0037,343.6338,0.0044,7.3469,0.01,17.2870,0.0013,1.1960,0.0025,0.7963,0.0009,30.4246,0.2149,343.2275,0.0037,343.6338,0.0044,7.4342,0.0159,17.0378,0.0019,1.2388,0.0040,0.7963,0.0009,30.4246,0.2149,343.2275,0.0037,343.6338,0.0044,7.5286,0.0253,16.9361,0.0029,1.2851,0.0068,0.7963,0.0009,30.4246,0.2149,330223,,1156,18.063143,17.57181,17.360441,17.219515,17.869211,18.15018,16.028364,13.619387,0.491333,0.21136856,0.35229492,0.14092636,0.0636,9.722,0.051,-0.008,0.051,AIS,3,20.38032,0.1909209,20.04668,0.1389239
351r,315.5669049983821,9.58797786744169,5000.0,0.0471,,7.169095069616016,15.281127267200755,29.79050277351159,92.06417508132154,90.10142054023592,39.27947476522616,47.01735605761761,15.22084509985547,23.348362156115552,0.4800492403746266,-1.6727184829932489,-0.4245623514312768,-0.0842591211651812,0.1608647555112838,3.093067466174406,0.0876633623232613,-0.0200227027842514,0.0721088435374149,0.0918191010994658,0.0960364710463664,0.1600274597268891,0.2760027551630647,0.0613978505951845,19.98813907639277,0.5146990974786135,320.1878536044968,320.1851525597997,0.6646635037591825,2.5182353957869688,0.0,0.0,0.27,0.3462954865095246,1.7378352,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2554.0,32.5,78.5,0.0,3.0,0.0225,0.0020800000056624,10.8,0.0,3.0,50.0,4.9,10.8,23.3,0.0,0.0,0.0,0.0,351,4950,SER,0.419435031233514,341.6356,0.009,341.9469,0.0108,13.5584,0.0224,17.8484,0.0016,0.5635,0.0025,0.8180,0.0009,-37.8645,0.272,341.6356,0.009,341.9469,0.0108,13.8542,0.0174,17.3510,0.0015,0.6611,0.0015,0.8180,0.0009,-37.8645,0.272,341.6356,0.009,341.9469,0.0108,14.1365,0.0244,17.1507,0.0017,0.7543,0.0024,0.8180,0.0009,-37.8645,0.272,341.6356,0.009,341.9469,0.0108,14.442,0.0379,17.0372,0.0027,0.8551,0.0041,0.8180,0.0009,-37.8645,0.272,386134,,4950,18.148878,17.558466,17.221994,17.007046,17.66788,18.139915,17.069586,,0.59041214,0.33647156,0.5514202,0.21494865,0.0471,9.394,0.062,-0.477,0.103,MIS,1,-999.0,-999.0,20.27353,0.08648677
902r,235.34923232562068,3.827891835208037,5000.0,0.1098,,2.694732402516117,5.627054544429912,10.651809135141004,83.2047989394107,83.6409591853785,13.103942119534471,16.06888076563717,6.449953496335041,7.932259508451975,0.5217527886969254,-1.832656774734276,-0.1072925510593658,-0.0652040308781082,0.3250162303447723,2.984538656966686,0.0260332124919487,-0.0019362537400603,0.0,0.0,0.040601392776939,0.0843350589482837,0.3215976112042471,0.219224748456575,6.332030981017012,1.6788207353219031,320.5185522933069,320.06354945234455,0.3799853572742321,2.786642898188673,0.0,0.0,0.27,0.3462954865095246,1.4288685,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2077.0,22.0,94.4,0.0,3.0,0.0103,0.0012400000123307,8.3,0.0,3.0,50.0,4.1,8.3,29.5,0.0,0.0,0.0,0.0,902,1222,SER,0.398187863002916,343.7947,0.0032,344.3071,0.0031,8.8662,0.0161,18.4573,0.0015,1.1011,0.0041,0.4905,0.0006,46.2727,0.0617,343.7947,0.0032,344.3071,0.0031,8.3155,0.011,17.6548,0.0012,1.2806,0.0026,0.4905,0.0006,46.2727,0.0617,343.7947,0.0032,344.3071,0.0031,7.7901,0.0124,17.2576,0.0013,1.4518,0.0037,0.4905,0.0006,46.2727,0.0617,343.7947,0.0032,344.3071,0.0031,7.2213,0.0192,17.0913,0.0019,1.6372,0.0063,0.4905,0.0006,46.2727,0.0617,352904,,1222,18.578146,17.599615,17.144407,16.838356,16.811535,17.256365,16.294933,,0.9785309,0.45520782,0.7612591,0.30605125,0.1098,10.734,0.047,-0.127,0.424,MIS,1,-999.0,-999.0,22.95778,0.3379908
769r,329.929412085,-7.39346825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,769,11080,SER,0.366822679771,344.0711,0.0013,344.5679,0.0011,4.7837,0.004,18.1365,7.0E-4,1.6333,0.0048,0.7511,0.0006,60.9934,0.093,344.0711,0.0013,344.5679,0.0011,4.4603,0.0025,17.5730,0.0005,1.6941,0.0025,0.7511,0.0006,60.9934,0.093,344.0711,0.0013,344.5679,0.0011,4.1516,0.0031,17.2660,0.0006,1.7522,0.0036,0.7511,0.0006,60.9934,0.093,344.0711,0.0013,344.5679,0.0011,3.8175,0.0051,17.1498,0.0011,1.8151,0.0068,0.7511,0.0006,60.9934,0.093,288576,,11080,18.049032,17.161959,16.767162,16.49109,16.881636,17.432207,,,0.8870735,0.39479637,0.6708679,0.27607155,0.0642,10.003,0.045,-1.948,0.869,GII,1,-999.0,-999.0,22.48158,0.4365388
